"date","os_infotainment","charging_status","n_rides_lyftnav","n_drivers_lyftnav","battery_delta","nav_hours","n_rides_lyftnav_not_full_charging","n_drivers_lyftnav_not_full_charging","battery_delta_not_full_charging","nav_hours_not_full_charging"
"2024-03-21 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",91216,28834,8760.0,31724.616844722288,91216,28834,8760.0,31724.616844722288
"2024-03-21 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1451,545,92.0,526.1796333333332,1451,545,92.0,526.1796333333332
"2024-03-21 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",221101,36669,608103.0,81608.03677111113,150389,32636,608103.0,55473.862466111146
"2024-03-21 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",10750,8135,54541.0,4540.208472499982,10750,8135,54541.0,4540.208472499982
"2024-03-21 00:00:00.000","IOS (NONE)","first_charging_last_charging",486730,93325,1767483.0,173954.1064480557,343505,84692,1767483.0,122816.21802361106
"2024-03-21 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",4857,3676,6022.0,2065.7987555555546,4857,3676,6022.0,2065.7987555555546
"2024-03-21 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",19849,5618,2180.0,7151.103314444461,19849,5618,2180.0,7151.103314444461
"2024-03-21 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",44808,30161,103289.0,18473.36403333336,44808,30161,103289.0,18473.36403333336
"2024-03-21 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",19929,15792,36577.0,8602.78647222223,19929,15792,36577.0,8602.78647222223
"2024-03-21 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",40953,30672,268688.0,17463.065975555557,40953,30672,268688.0,17463.065975555557
"2024-03-21 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",380213,64242,696013.0,137612.22044944507,284018,58402,696013.0,103001.36627861127
"2024-03-21 00:00:00.000","ANDROID (NONE)",,8,8,,3.5068866666666665,7,7,,2.9313344444444445
"2024-03-21 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",11480,9176,14873.0,4890.639880555584,11480,9176,14873.0,4890.639880555584
"2024-03-21 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",421,345,537.0,180.8928533333333,421,345,537.0,180.8928533333333
"2024-03-21 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",29365,4483,31928.0,10947.421774722243,24519,4201,31928.0,9186.364652500031
"2024-03-22 00:00:00.000","IOS (NONE)","first_charging_last_charging",519087,96155,1882034.0,183753.1682841671,355784,86942,1882034.0,125945.5522227779
"2024-03-22 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",408203,66123,749449.0,146115.37877805604,298105,59836,749449.0,106995.99705138878
"2024-03-22 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",5318,3986,7435.0,2247.210807222223,5318,3986,7435.0,2247.210807222223
"2024-03-22 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",45747,30615,108320.0,18741.93152111114,45747,30615,108320.0,18741.93152111114
"2024-03-22 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",42857,32119,287847.0,18155.65138722221,42857,32119,287847.0,18155.65138722221
"2024-03-22 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",32042,4711,34058.0,11730.946518611101,26506,4417,34058.0,9715.734518888885
"2024-03-22 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",11061,8447,56571.0,4630.012469444435,11061,8447,56571.0,4630.012469444435
"2024-03-22 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2589,1781,4140.0,1056.0332427777803,2589,1781,4140.0,1056.0332427777803
"2024-03-22 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",226442,57205,16913.0,77998.67298111098,226442,57205,16913.0,77998.67298111098
"2024-03-22 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",12142,9670,12110.0,5135.276124444449,12142,9670,12110.0,5135.276124444449
"2024-03-22 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",239272,38034,649375.0,87201.75604444485,158515,33722,649375.0,57703.32339472225
"2024-03-22 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1455,545,180.0,511.06969083333325,1455,545,180.0,511.06969083333325
"2024-03-22 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",461,398,557.0,200.30673472222222,461,398,557.0,200.30673472222222
"2024-03-22 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",96645,29862,8191.0,33421.51536805558,96645,29862,8191.0,33421.51536805558
"2024-03-22 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",21099,5810,1896.0,7550.786041666653,21099,5810,1896.0,7550.786041666653
"2024-03-22 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",21495,17070,37607.0,9248.211938611086,21495,17070,37607.0,9248.211938611086
"2024-03-22 00:00:00.000","ANDROID (NONE)",,4,4,,1.3328161111111112,2,2,,0.6141813888888888
"2024-03-23 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",224260,53909,14362.0,73068.31853000012,224260,53909,14362.0,73068.31853000012
"2024-03-23 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",5388,4031,6320.0,2174.281216666664,5388,4031,6320.0,2174.281216666664
"2024-03-23 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2340,1635,4040.0,916.5389097222234,2340,1635,4040.0,916.5389097222234
"2024-03-23 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",232765,35371,590953.0,80168.10049055512,150055,31173,590953.0,51881.80839111106
"2024-03-23 00:00:00.000","ANDROID (NONE)",,10,9,,3.4209405555555557,8,8,,2.859017777777778
"2024-03-23 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",91758,27632,9019.0,30219.76993500004,91758,27632,9019.0,30219.76993500004
"2024-03-23 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",20222,5415,1424.0,6839.615796388879,20222,5415,1424.0,6839.615796388879
"2024-03-23 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",38403,28837,247955.0,15365.07559527783,38403,28837,247955.0,15365.07559527783
"2024-03-23 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1472,529,195.0,517.3541980555552,1472,529,195.0,517.3541980555552
"2024-03-23 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",450,371,227.0,182.157733611111,450,371,227.0,182.157733611111
"2024-03-23 00:00:00.000","IOS (NONE)","first_charging_last_charging",503672,89095,1716693.0,168118.74909666664,335442,79666,1716693.0,112260.71733166689
"2024-03-23 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",11854,9278,11831.0,4777.219540000007,11854,9278,11831.0,4777.219540000007
"2024-03-23 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",41033,27642,94843.0,16006.744425000034,41033,27642,94843.0,16006.744425000034
"2024-03-23 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",9907,7454,47772.0,3941.7684655555554,9907,7454,47772.0,3941.7684655555554
"2024-03-23 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",20725,16329,35858.0,8467.258483888912,20725,16329,35858.0,8467.258483888912
"2024-03-23 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",395251,60998,690493.0,133689.144837223,286225,54890,690493.0,97129.56909472242
"2024-03-23 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",32024,4486,34254.0,11259.424430277802,26479,4203,34254.0,9328.528117777785
"2024-03-24 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",19260,15152,32846.0,7866.737410833299,19260,15152,32846.0,7866.737410833299
"2024-03-24 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",212631,31960,538810.0,72989.46289861163,137102,28085,538810.0,47166.713704166716
"2024-03-24 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",19113,5042,2217.0,6424.019395555562,19113,5042,2217.0,6424.019395555562
"2024-03-24 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",34483,25799,231921.0,13731.663856111114,34483,25799,231921.0,13731.663856111114
"2024-03-24 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1445,543,107.0,493.94906472222203,1445,543,107.0,493.94906472222203
"2024-03-24 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",84078,24679,7310.0,27688.114616944455,84078,24679,7310.0,27688.114616944455
"2024-03-24 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",5247,3862,6747.0,2112.351594722224,5247,3862,6747.0,2112.351594722224
"2024-03-24 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",356559,55178,631913.0,120829.4175016663,260541,49608,631913.0,88533.18656999989
"2024-03-24 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",448,381,243.0,182.28907638888882,448,381,243.0,182.28907638888882
"2024-03-24 00:00:00.000","ANDROID (ANDROID_AUTO)",,1,1,,0.1866547222222222,1,1,,0.1866547222222222
"2024-03-24 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",10947,8585,10398.0,4380.775726111097,10947,8585,10398.0,4380.775726111097
"2024-03-24 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2205,1525,2930.0,847.0528861111103,2205,1525,2930.0,847.0528861111103
"2024-03-24 00:00:00.000","ANDROID (NONE)",,7,7,,1.801788333333333,6,6,,1.4949541666666666
"2024-03-24 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",9565,7144,47577.0,3845.018130555565,9565,7144,47577.0,3845.018130555565
"2024-03-24 00:00:00.000","IOS (NONE)","first_charging_last_charging",452953,80628,1538887.0,150757.97675722194,303336,72111,1538887.0,101373.98150499995
"2024-03-24 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",36580,24767,84579.0,14188.963787222245,36580,24767,84579.0,14188.963787222245
"2024-03-24 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",30001,4151,31498.0,10498.959704722209,25009,3866,31498.0,8769.979427499997
"2024-03-24 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",202832,48279,15191.0,65660.32304999993,202832,48279,15191.0,65660.32304999993
"2024-03-25 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",8927,6901,43048.0,3694.96778749999,8927,6901,43048.0,3694.96778749999
"2024-03-25 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",33242,25867,213406.0,13907.46988638891,33242,25867,213406.0,13907.46988638891
"2024-03-25 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",309468,58000,562475.0,109705.96282333277,230144,52300,562475.0,81699.04829277779
"2024-03-25 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",37257,25778,84470.0,15031.65012944442,37257,25778,84470.0,15031.65012944442
"2024-03-25 00:00:00.000","ANDROID (NONE)",,7,7,,2.2663247222222225,7,7,,2.2663247222222225
"2024-03-25 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",185292,33525,493403.0,66666.13077750018,125115,29455,493403.0,44937.412382500006
"2024-03-25 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",76995,25779,7405.0,26388.651088611176,76995,25779,7405.0,26388.651088611176
"2024-03-25 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",9265,7607,9510.0,3847.2581411111064,9265,7607,9510.0,3847.2581411111064
"2024-03-25 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1284,511,132.0,462.9978819444445,1284,511,132.0,462.9978819444445
"2024-03-25 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",26002,4238,27194.0,9387.521192222219,21395,3956,27194.0,7718.308857499998
"2024-03-25 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",4033,3086,5416.0,1674.5745672222258,4033,3086,5416.0,1674.5745672222258
"2024-03-25 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",16742,4980,1667.0,5916.419970555564,16742,4980,1667.0,5916.419970555564
"2024-03-25 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",174510,49375,12655.0,59706.25659555573,174510,49375,12655.0,59706.25659555573
"2024-03-25 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",16007,12917,28620.0,6790.137308611128,16007,12917,28620.0,6790.137308611128
"2024-03-25 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",337,302,245.0,141.65846138888887,337,302,245.0,141.65846138888887
"2024-03-25 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2138,1545,2566.0,862.1843594444442,2138,1545,2566.0,862.1843594444442
"2024-03-25 00:00:00.000","IOS (NONE)","first_charging_last_charging",392529,82955,1401399.0,137517.1895483338,275025,74342,1401399.0,96116.07081250034
"2024-03-26 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",383,309,246.0,160.38474500000004,383,309,246.0,160.38474500000004
"2024-03-26 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2478,1681,3829.0,994.5573675000007,2478,1681,3829.0,994.5573675000007
"2024-03-26 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",26495,4333,27814.0,9656.653397222213,21751,4064,27814.0,7955.0761383333365
"2024-03-26 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",329405,60111,608826.0,117135.32340333363,244163,54474,608826.0,87082.19960805561
"2024-03-26 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",16608,13219,32131.0,7050.41510055552,16608,13219,32131.0,7050.41510055552
"2024-03-26 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",181871,51218,15270.0,62684.557949722206,181871,51218,15270.0,62684.557949722206
"2024-03-26 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",35798,27196,232028.0,14927.710646944492,35798,27196,232028.0,14927.710646944492
"2024-03-26 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",40917,27451,95403.0,16409.46791916668,40917,27451,95403.0,16409.46791916668
"2024-03-26 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",193191,34279,538418.0,70120.9382511109,132927,30685,538418.0,48159.43554888904
"2024-03-26 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1135,460,215.0,409.7633605555556,1135,460,215.0,409.7633605555556
"2024-03-26 00:00:00.000","IOS (NONE)","first_charging_last_charging",419128,86630,1565695.0,147827.65850194445,297399,78718,1565695.0,104995.91962999981
"2024-03-26 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",9456,7222,47019.0,3865.060714444436,9456,7222,47019.0,3865.060714444436
"2024-03-26 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",4071,3071,5379.0,1707.263913611114,4071,3071,5379.0,1707.263913611114
"2024-03-26 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",80503,27010,6976.0,27767.274346666763,80503,27010,6976.0,27767.274346666763
"2024-03-26 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",9745,7911,10507.0,4069.737854999996,9745,7911,10507.0,4069.737854999996
"2024-03-26 00:00:00.000","ANDROID (NONE)",,7,7,,2.7472024999999998,7,7,,2.7472024999999998
"2024-03-26 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",17179,5081,1834.0,6070.475816388886,17179,5081,1834.0,6070.475816388886
"2024-03-27 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",18364,5368,1775.0,6466.465452500006,18364,5368,1775.0,6466.465452500006
"2024-03-27 00:00:00.000","IOS (NONE)","first_charging_last_charging",445870,90307,1658267.0,157231.0717683327,310140,81627,1658267.0,109557.15683833351
"2024-03-27 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",10008,7591,51443.0,4120.7067413888935,10008,7591,51443.0,4120.7067413888935
"2024-03-27 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2490,1713,3595.0,1007.3461627777784,2490,1713,3595.0,1007.3461627777784
"2024-03-27 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",205698,35734,568914.0,74335.8298672223,138526,31825,568914.0,50130.7079880555
"2024-03-27 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",37582,28453,249332.0,15710.892731944405,37582,28453,249332.0,15710.892731944405
"2024-03-27 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",196195,53777,14422.0,67400.55081111116,196195,53777,14422.0,67400.55081111116
"2024-03-27 00:00:00.000","ANDROID (NONE)",,9,9,,3.784770555555556,7,7,,3.1705491666666674
"2024-03-27 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",377,316,412.0,155.89286138888878,377,316,412.0,155.89286138888878
"2024-03-27 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",17784,14214,34752.0,7594.547980277786,17784,14214,34752.0,7594.547980277786
"2024-03-27 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",28686,4598,30258.0,10458.974749722198,23490,4300,30258.0,8577.652287222218
"2024-03-27 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",84885,27994,6876.0,29110.112074166675,84885,27994,6876.0,29110.112074166675
"2024-03-27 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",42541,28513,99958.0,17120.892674722218,42541,28513,99958.0,17120.892674722218
"2024-03-27 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",352485,62425,653608.0,125670.83643944412,258225,56406,653608.0,92368.69817694469
"2024-03-27 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",10373,8404,11275.0,4327.835956111125,10373,8404,11275.0,4327.835956111125
"2024-03-27 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",4348,3258,5867.0,1817.5815761111082,4348,3258,5867.0,1817.5815761111082
"2024-03-27 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1267,529,55.0,445.36099027777755,1267,529,55.0,445.36099027777755
"2024-03-28 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",20979,5766,2466.0,7483.620770277777,20979,5766,2466.0,7483.620770277777
"2024-03-28 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",20187,15953,37610.0,8663.75801805555,20187,15953,37610.0,8663.75801805555
"2024-03-28 00:00:00.000","ANDROID (ANDROID_AUTO)",,1,1,,0.5485372222222222,1,1,,0.5485372222222222
"2024-03-28 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",381270,64489,699991.0,136882.87520527808,280636,58436,699991.0,101097.05602361106
"2024-03-28 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",225028,37308,614556.0,82222.18711833344,151381,33202,614556.0,55403.3784633333
"2024-03-28 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2610,1818,3608.0,1077.222998055556,2610,1818,3608.0,1077.222998055556
"2024-03-28 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1357,528,348.0,486.9941136111113,1357,528,348.0,486.9941136111113
"2024-03-28 00:00:00.000","ANDROID (NONE)",,5,5,,1.7980305555555556,5,5,,1.7980305555555556
"2024-03-28 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",11027,8287,55705.0,4575.356320000012,11027,8287,55705.0,4575.356320000012
"2024-03-28 00:00:00.000","IOS (NONE)","first_charging_last_charging",487758,93997,1775399.0,173124.44028222197,338050,84913,1775399.0,120108.9155563891
"2024-03-28 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",11400,9180,12258.0,4799.404568055556,11400,9180,12258.0,4799.404568055556
"2024-03-28 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",41525,31060,271586.0,17460.485374444386,41525,31060,271586.0,17460.485374444386
"2024-03-28 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",30843,4731,32605.0,11355.509741388893,25315,4422,32605.0,9350.09634583332
"2024-03-28 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",45268,30002,105211.0,18430.64104000004,45268,30002,105211.0,18430.64104000004
"2024-03-28 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",216453,56919,14714.0,74800.50723666699,216453,56919,14714.0,74800.50723666699
"2024-03-28 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",444,364,390.0,191.9001311111111,444,364,390.0,191.9001311111111
"2024-03-28 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",4880,3675,6657.0,2040.5068783333274,4880,3675,6657.0,2040.5068783333274
"2024-03-28 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",91157,29026,9380.0,31562.444150277843,91157,29026,9380.0,31562.444150277843
"2024-03-29 00:00:00.000","ANDROID (NONE)",,4,4,,1.1982158333333333,4,4,,1.1982158333333333
"2024-03-29 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",220654,57003,16348.0,74486.24969416656,220654,57003,16348.0,74486.24969416656
"2024-03-29 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",12319,9784,12560.0,5048.57278388889,12319,9784,12560.0,5048.57278388889
"2024-03-29 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",95122,29757,8486.0,32362.963701944373,95122,29757,8486.0,32362.963701944373
"2024-03-29 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",46821,30949,105263.0,18732.52945333332,46821,30949,105263.0,18732.52945333332
"2024-03-29 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",33300,4975,35503.0,11996.524296666652,27609,4681,35503.0,9989.918719722205
"2024-03-29 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",11462,8609,56566.0,4708.730871111125,11462,8609,56566.0,4708.730871111125
"2024-03-29 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1578,621,135.0,546.873363888889,1578,621,135.0,546.873363888889
"2024-03-29 00:00:00.000","IOS (NONE)","first_charging_last_charging",512900,96217,1838390.0,178555.24466333308,363261,87595,1838390.0,126857.99951750021
"2024-03-29 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2864,1916,4437.0,1147.6696722222225,2864,1916,4437.0,1147.6696722222225
"2024-03-29 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",5365,4076,6636.0,2221.6062994444487,5365,4076,6636.0,2221.6062994444487
"2024-03-29 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",42659,31874,276443.0,17691.913249166635,42659,31874,276443.0,17691.913249166635
"2024-03-29 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",402237,66785,726887.0,141313.87689027766,301532,60829,726887.0,106350.18496750003
"2024-03-29 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",506,430,450.0,200.34521861111097,506,430,450.0,200.34521861111097
"2024-03-29 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",240505,38561,635268.0,86063.39371166655,164160,34531,635268.0,58833.20442333313
"2024-03-29 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",21564,5970,1943.0,7517.561041111121,21564,5970,1943.0,7517.561041111121
"2024-03-29 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",20923,16517,38225.0,8833.582268888884,20923,16517,38225.0,8833.582268888884
"2024-03-30 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",439,370,420.0,185.7846516666667,439,370,420.0,185.7846516666667
"2024-03-30 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2605,1816,3741.0,1003.1525469444445,2605,1816,3741.0,1003.1525469444445
"2024-03-30 00:00:00.000","IOS (CARPLAY)","first_charging_last_not_charging",5447,4119,6367.0,2187.181110833331,5447,4119,6367.0,2187.181110833331
"2024-03-30 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",11821,9432,12099.0,4732.21905083333,11821,9432,12099.0,4732.21905083333
"2024-03-30 00:00:00.000","ANDROID (NONE)","first_not_charging_last_charging",43976,29241,100536.0,16967.92629138887,43976,29241,100536.0,16967.92629138887
"2024-03-30 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",93418,28629,8511.0,30568.97632999998,93418,28629,8511.0,30568.97632999998
"2024-03-30 00:00:00.000","ANDROID (NONE)",,5,5,,1.572332777777778,5,5,,1.572332777777778
"2024-03-30 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",20648,16365,37018.0,8388.651350555598,20648,16365,37018.0,8388.651350555598
"2024-03-30 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",234021,36514,606234.0,80203.07317111053,155806,32596,606234.0,53505.94126083334
"2024-03-30 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",398768,64256,707691.0,134461.66750055592,295314,58282,707691.0,99913.64117555533
"2024-03-30 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",219676,54893,13483.0,71205.88142027774,219676,54893,13483.0,71205.88142027774
"2024-03-30 00:00:00.000","IOS (NONE)","first_not_charging_last_charging",39288,29580,253649.0,15585.163044722154,39288,29580,253649.0,15585.163044722154
"2024-03-30 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_not_charging",20686,5691,2040.0,6912.433041944456,20686,5691,2040.0,6912.433041944456
"2024-03-30 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_charging",33130,4850,34206.0,11514.455399722272,27682,4537,34206.0,9665.545968333337
"2024-03-30 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",10505,7938,52353.0,4151.234203333333,10505,7938,52353.0,4151.234203333333
"2024-03-30 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_not_charging",1436,560,280.0,504.23067138888894,1436,560,280.0,504.23067138888894
"2024-03-30 00:00:00.000","ANDROID (ANDROID_AUTO)",,1,1,,0.29391,1,1,,0.29391
"2024-03-30 00:00:00.000","IOS (NONE)","first_charging_last_charging",502353,91794,1745695.0,167336.51221250085,347129,83335,1745695.0,116030.79555166651
"2024-03-31 00:00:00.000","IOS (CARPLAY)","first_charging_last_charging",203699,30958,526112.0,69578.35835638907,134787,27499,526112.0,45986.24008944445
"2024-03-31 00:00:00.000","IOS (NONE)","first_charging_last_charging",434198,78460,1522665.0,144300.71500777814,297713,70736,1522665.0,99070.37061444465
"2024-03-31 00:00:00.000","ANDROID (NONE)","first_not_charging_last_not_charging",81955,24592,7095.0,26794.539893055604,81955,24592,7095.0,26794.539893055604
"2024-03-31 00:00:00.000","ANDROID (NONE)","first_charging_last_charging",339715,54045,625539.0,114643.11934861068,251025,48836,625539.0,84867.11573805542
"2024-03-31 00:00:00.000","ANDROID (NONE)","first_charging_last_not_charging",10656,8391,11414.0,4263.032479444444,10656,8391,11414.0,4263.032479444444
"2024-03-31 00:00:00.000","IOS (CARPLAY)","first_not_charging_last_charging",9203,6920,46845.0,3632.0204944444404,9203,6920,46845.0,3632.0204944444404
"2024-03-31 00:00:00.000","ANDROID (ANDROID_AUTO)","first_charging_last_not_charging",422,333,428.0,172.78037083333334,422,333,428.0,172.78037083333334
"2024-03-31 00:00:00.000","ANDROID (ANDROID_AUTO)","first_not_charging_last_charging",2240,1503,3561.0,862.0807272222218,2240,1503,3561.0,862.0807272222218
"2024-03-31 00:00:00.000","IOS (NONE)","first_not_charging_last_not_charging",193366,47043,13486.0,62741.10073305554,193366,47043,13486.0,62741.10073305554
"2024-03-31 00:00:00.000","IOS (NONE)","first_charging_last_not_charging",18317,14479,31732.0,7436.252512222197,18317,14479,31732.0,7436.252512222197
